Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Total population (1+)_(M_F separately),1+ yr M,KK05,soft drinks,9371,26,134.21,,6.23,121.97,146.45,4.64,0,,238.05,0,467.7,0,456.44,,29.64,398.22,514.67,6.49,740.1,,9.61,721.21,758.99,1.3
All people,Total population (1+)_(M_F separately),1+ yr M,KK06,tea,9371,22.7,108.34,,6.33,95.91,120.78,5.84,0,,125.49,0,246.55,0,397.03,,26.45,345.07,449,6.66,663.44,,45.55,573.95,752.94,6.87
All people,Total population (1+)_(M_F separately),1+ yr M,KK07,plant-based beverages,9371,4.1,8.94,,1.28,6.43,11.46,14.32,0,,407.29,0,800.21,0,0,,108.03,0,212.25,0,0,,31.61,0,62.11,0
All people,Total population (1+)_(M_F separately),1+ yr M,LL01,cereals_mixed,9371,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL02,desserts,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL03,dinners_cereal + vegetable + meat,9371,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL04,dinners_meat or poultry + vegetable,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL05,formulae_milk base,9371,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL06,formulae_soya base,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL07,fruit_apple or peach,9371,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL08,meat_poultry or eggs,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,LL09,vegetables,9371,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,MM01,popcorn_microwave,9371,4.2,1.72,,0.2,1.33,2.11,11.63,0,,37.75,0,74.17,0,0,,4.61,0,9.05,0,0,,2.52,0,4.94,0
All people,Total population (1+)_(M_F separately),1+ yr M,MM02,frozen entrees,9371,0.9,,F,,,,35.57,0,,3017.4,0,5928.34,0,0,,1327.04,0,2607.26,0,0,,674.39,0,1324.98,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN01,pizza,9371,11.3,26.08,,1.81,22.52,29.63,6.94,0,,43.2,0,84.87,0,53.63,E,16.97,20.28,86.98,31.64,199.03,,18.14,163.38,234.67,9.11
All people,Total population (1+)_(M_F separately),1+ yr M,NN02,french fries,9371,11.8,9.71,,0.66,8.41,11.02,6.8,0,,80.83,0,158.8,0,28.5,E,8.03,12.72,44.28,28.18,82.3,,5.79,70.93,93.67,7.04
All people,Total population (1+)_(M_F separately),1+ yr M,NN03,hamburger,9371,9,21.78,,1.79,18.25,25.3,8.22,0,,151.01,0,296.69,0,0,,36.86,0,72.42,0,199,,12.03,175.37,222.63,6.05
All people,Total population (1+)_(M_F separately),1+ yr M,NN04,chicken burger,9371,1.4,3.24,E,0.62,2.02,4.47,19.14,0,,5467.9,0,10742.88,0,0,,325.76,0,640.02,0,0,,67.46,0,132.55,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN05,hot dogs,9371,4.3,7.1,,0.88,5.38,8.82,12.39,0,,120.29,0,236.34,0,0,,27.51,0,54.05,0,0,,27.15,0,53.34,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN06,chicken nuggets,9371,2.4,3.09,E,0.52,2.06,4.12,16.83,0,,312.1,0,613.2,0,0,,60.8,0,119.46,0,0,,28.66,0,56.31,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN07,chow mein,9371,0.9,1.86,E,0.55,0.79,2.93,29.57,0,,10614.49,0,20854.49,0,0,,3913.76,0,7689.44,0,0,,1669.84,0,3280.77,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN08,fried rice,9371,1,2.15,E,0.39,1.39,2.9,18.14,0,,3621.33,0,7114.9,0,0,,813.7,0,1598.69,0,0,,114.61,0,225.17,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN09,prepared breakfast sandwiches,9371,3,5.94,E,1.16,3.65,8.22,19.53,0,,171.88,0,337.7,0,0,,47.39,0,93.1,0,0,,49.94,0,98.12,0
All people,Total population (1+)_(M_F separately),1+ yr M,NN10,fast food sandwiches,9371,29.9,61.96,,2.28,57.49,66.43,3.68,0,,41.06,0,80.68,0,220.69,,6.04,208.82,232.57,2.74,284.32,,10.27,264.14,304.49,3.61
All people,Total population (1+)_(M_F separately),1+ yr M,PP01,condiments,9371,14.1,4.66,,0.36,3.96,5.35,7.73,0,,1.91,0,3.76,0,10.36,,1.61,7.19,13.53,15.54,30.54,,2.69,25.26,35.82,8.81
All people,Total population (1+)_(M_F separately),1+ yr M,PP02,salt,9371,41,0.5,,0.02,0.45,0.54,4,0,,0.03,0,0.06,0,1.65,,0.08,1.49,1.82,4.85,2.6,,0.14,2.34,2.87,5.38
All people,Total population (1+)_(M_F separately),1+ yr M,PP03,baking powder,9371,2,0.02,,0,0.01,0.03,0,0,,8.68,0,17.05,0,0,,0.81,0,1.59,0,0,,0.26,0,0.5,0
All people,Total population (1+)_(M_F separately),1+ yr M,PP04,yeast,9371,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Total population (1+)_(M_F separately),1+ yr M,PP05,vanilla extract,9371,2.5,0,,0,0,0.01,0,0,,0.45,0,0.89,0,0,,0.06,0,0.12,0,0,,0.03,0,0.05,0
All people,Total population (1+)_(M_F separately),1+ yr M,PP06,herbs and spices,9371,18.9,0.11,,0.01,0.09,0.13,9.09,0,,0.09,0,0.17,0,0.14,,0.02,0.1,0.18,14.29,0.63,,0.09,0.45,0.81,14.29
All people,Total population (1+)_(M_F separately),1+ yr M,PP07,soya sauce,9371,4.4,0.57,,0.08,0.42,0.71,14.04,0,,12.14,0,23.85,0,0,,1.46,0,2.87,0,0,,0.77,0,1.52,0
All people,Total population (1+)_(M_F separately),1+ yr M,PP09,tap water_sample area,9371,67.8,614.05,,20.75,573.28,654.81,3.38,355.44,,24.52,307.26,403.62,6.9,1639.83,,64.88,1512.36,1767.31,3.96,2138.2,,88.43,1964.47,2311.93,4.14
All people,Total population (1+)_(M_F separately),1+ yr M,PP10,water_natural spring,9371,29.7,288.57,,15.19,258.72,318.41,5.26,0,,99.08,0,194.66,0,1001.69,,55.02,893.6,1109.78,5.49,1502.17,,87.93,1329.41,1674.94,5.85
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA01,milk_whole,3161,24.9,222,,14.94,192.65,251.36,6.73,173.81,,15.89,142.59,205.02,9.14,577.83,,39.1,501.01,654.65,6.77,701.38,,52.65,597.94,804.83,7.51
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA02,milk_2%,3161,48.3,248.95,,9.19,230.9,267,3.69,205.75,,11.03,184.08,227.43,5.36,528.94,,24.21,481.38,576.5,4.58,675.48,,38.71,599.43,751.53,5.73
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA03,milk_1%,3161,22.5,237.92,,18.87,200.84,275,7.93,183.17,,22.25,139.46,226.88,12.15,646.04,,58.7,530.72,761.36,9.09,801.77,,45.74,711.91,891.63,5.7
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA04,milk_skim,3161,13.4,95.96,,12.05,72.29,119.64,12.56,18.2,,2.22,13.85,22.56,12.2,278.41,,37.81,204.13,352.7,13.58,402.5,E,102.88,200.38,604.63,25.56
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA05,evaporated milk_canned,3161,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA06,cream,3161,5.8,29.93,,3.33,23.39,36.48,11.13,19.95,,2.61,14.82,25.07,13.08,50.56,,8.24,34.36,66.76,16.3,,F,,0,,67.43
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA07,ice cream,3161,16.3,125.82,,6.41,113.21,138.42,5.09,104.68,,6.85,91.22,118.13,6.54,238.76,,22.73,194.11,283.42,9.52,267.91,,26.16,216.52,319.3,9.76
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA08,yogurt,3161,30.8,121.95,,5.01,112.1,131.79,4.11,99.07,,11.79,75.92,122.23,11.9,213.45,,12.14,189.59,237.3,5.69,275.08,,30.9,214.36,335.79,11.23
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA09,cheese,3161,32.2,34.21,,1.56,31.13,37.28,4.56,21,,2.02,17.03,24.96,9.62,71.61,,4.96,61.87,81.34,6.93,103.93,,6.3,91.54,116.32,6.06
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA10,cheese_cottage,3161,1.5,67.65,,10.98,46.08,89.22,16.23,,F,,0,,44.13,142.38,,19.58,103.9,180.85,13.75,176.23,,22.51,132.01,220.46,12.77
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA11,cheese_processed,3161,6.7,24.35,,2.4,19.62,29.07,9.86,20.67,,1.78,17.17,24.17,8.61,39.1,E,10.39,18.68,59.52,26.57,61.4,E,16.27,29.43,93.37,26.5
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA12,butter,3161,17.6,8.62,,0.38,7.87,9.37,4.41,5.2,E,1.52,2.22,8.18,29.23,17.32,,1.15,15.05,19.59,6.64,21.02,,2.45,16.2,25.83,11.66
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA13,chocolate milk_1%,3161,8.4,273.17,,13.24,247.17,299.18,4.85,250.26,,10.93,228.8,271.73,4.37,421.82,,38.84,345.5,498.13,9.21,528.3,,47.72,434.55,622.05,9.03
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,AA14,buttermilk 1%,3161,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB01,beef_steak,3161,5.3,72.85,E,12.57,48.16,97.54,17.25,54.52,,6.29,42.16,66.88,11.54,142.03,E,46.81,50.06,233.99,32.96,255.15,E,70.66,116.33,393.97,27.69
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB02,beef_roast,3161,3.8,55.31,,6.38,42.78,67.85,11.53,33.5,E,9.09,15.65,51.36,27.13,115.2,,14.83,86.06,144.34,12.87,146.91,,14,119.41,174.42,9.53
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB03,beef_ground,3161,10.9,38.32,,2.5,33.41,43.23,6.52,26.44,,1.9,22.71,30.18,7.19,83.99,,6.43,71.35,96.63,7.66,108.48,,12.91,83.11,133.84,11.9
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB04,pork_fresh,3161,10.8,58.89,,5.32,48.44,69.34,9.03,42,E,7.28,27.69,56.31,17.33,113.53,,16.79,80.53,146.52,14.79,172.8,E,31.22,111.45,234.14,18.07
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB05,pork_cured,3161,7,35.95,,4.32,27.47,44.43,12.02,22.34,E,3.77,14.93,29.75,16.88,80.97,E,16.84,47.89,114.05,20.8,134.02,,17.45,99.73,168.31,13.02
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB06,veal_cutlets,3161,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB07,lamb,3161,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB08,luncheon meats_cold cuts,3161,2.8,55.15,,8.93,37.59,72.7,16.19,29.59,E,7.49,14.88,44.3,25.31,129.49,E,26.33,77.76,181.23,20.33,206.5,,24.92,157.53,255.47,12.07
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB09,luncheon meats_canned,3161,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB10,organ meats,3161,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,BB11,wieners & sausages,3161,5.5,72.55,,6.22,60.33,84.76,8.57,68.1,,6.44,55.46,80.74,9.46,145.62,,15.03,116.09,175.15,10.32,188.53,,18.68,151.83,225.24,9.91
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,CC01,eggs,3161,28.9,43.68,,2.07,39.61,47.75,4.74,39.98,,3.21,33.67,46.29,8.03,99.07,,4.36,90.51,107.63,4.4,119.58,,5.23,109.3,129.86,4.37
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,CC02,poultry_chicken & turkey,3161,28.2,84,,4.4,75.35,92.65,5.24,60,,3.77,52.6,67.4,6.28,172.02,,14.46,143.6,200.43,8.41,240,,18.44,203.77,276.23,7.68
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,CC03,poultry_liver pate,3161,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,DD01,fish_marine,3161,6.7,83.5,,10.69,62.5,104.5,12.8,51.21,,6.33,38.77,63.66,12.36,203.99,E,52.2,101.42,306.55,25.59,330.23,,49.07,233.81,426.64,14.86
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,DD02,fish_fresh water,3161,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,DD03,fish_canned,3161,2.3,31.35,E,9.74,12.22,50.49,31.07,,F,,0,,72.35,,F,,0,,46.95,,F,,0,,41.61
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,DD04,shellfish,3161,3.3,42.83,E,8.37,26.38,59.29,19.54,29.36,E,6.77,16.06,42.65,23.06,88.08,E,28.33,32.41,143.75,32.16,,F,,0,,38.62
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,EE01,soups_meat_canned,3161,1.5,234.72,,21.49,192.51,276.94,9.16,240.97,,18.21,205.19,276.75,7.56,366.4,,53.78,260.74,472.07,14.68,551.82,,70,414.3,689.34,12.69
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,EE02,soups_creamed_canned,3161,2.1,187.94,E,32.97,123.16,252.73,17.54,128.96,E,30.31,69.4,188.52,23.5,,F,,0,,34.87,533.99,E,145.93,247.28,820.7,27.33
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,EE03,soups_broth_canned,3161,10.3,98.16,,9.08,80.32,115.99,9.25,66.1,E,12.86,40.85,91.36,19.46,247.7,,23.8,200.94,294.47,9.61,291.06,,23.19,245.49,336.63,7.97
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,EE04,soups_dehydrated,3161,2.8,79.72,E,16.43,47.44,112.01,20.61,,F,,0,,100.66,190.59,E,34.24,123.31,257.87,17.97,,F,,0,,76.76
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF01,bread_white,3161,22.1,55.36,,2.3,50.84,59.88,4.15,43.14,,4.36,34.58,51.7,10.11,105.53,,10.17,85.55,125.51,9.64,132.66,,8.04,116.85,148.46,6.06
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF02,bread_whole wheat,3161,11.1,51.44,,2.12,47.27,55.6,4.12,40.73,,6.15,28.65,52.81,15.1,71.96,,3.28,65.52,78.4,4.56,89.32,,11.38,66.97,111.67,12.74
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF03,bread_rye,3161,1.7,39.18,,5.02,29.32,49.03,12.81,34.38,E,6.23,22.15,46.61,18.12,66.21,,6.87,52.71,79.72,10.38,72.1,E,15.3,42.03,102.16,21.22
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF04,cake,3161,12.5,69.89,,5.8,58.5,81.28,8.3,42.01,,5.5,31.2,52.81,13.09,135.8,,14.4,107.51,164.1,10.6,173.14,E,31.97,110.32,235.96,18.46
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF05,cereal_cooked wheat,3161,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF06,cereal_corn,3161,4,28.31,,1.54,25.28,31.34,5.44,24.33,,1.9,20.59,28.07,7.81,44.57,,4.29,36.13,53,9.63,49.82,E,11.27,27.69,71.96,22.62
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF07,cereals_oatmeal,3161,7.1,154.99,,9,137.31,172.67,5.81,123.63,,12.06,99.94,147.33,9.75,247.26,,22.5,203.06,291.46,9.1,342.14,,45.07,253.6,430.68,13.17
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF08,cereals_rice & bran,3161,4.5,30.11,,3.89,22.48,37.75,12.92,20.45,,2.13,16.27,24.63,10.42,61.17,E,13.36,34.93,87.41,21.84,,F,,0,,33.63
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF09,cookies,3161,29.4,30.95,,1.21,28.58,33.33,3.91,24.36,,0.92,22.55,26.17,3.78,60,,6.09,48.04,71.96,10.15,83.43,,5.38,72.86,94.01,6.45
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF10,crackers,3161,22.9,26.72,,1.99,22.81,30.63,7.45,18,,1.44,15.18,20.82,8,50.93,,5.82,39.48,62.37,11.43,80.09,E,15.09,50.43,109.74,18.84
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF11,danish_donuts & croissants,3161,7.1,81.14,,5.38,70.56,91.71,6.63,74.81,,4.94,65.11,84.51,6.6,144.43,,14.53,115.88,172.97,10.06,165.31,,13.09,139.59,191.04,7.92
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF12,flour_white (wheat),3161,15,16.93,,1.53,13.92,19.94,9.04,6.91,,1.03,4.89,8.93,14.91,46.28,,5.38,35.71,56.84,11.62,62.02,,7.37,47.55,76.5,11.88
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF13,muffins,3161,7.8,86.51,,4.9,76.89,96.14,5.66,66,,7.39,51.48,80.52,11.2,154,,10.56,133.26,174.74,6.86,154,E,27.46,100.05,207.95,17.83
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF14,pancakes & waffles,3161,7.8,63.38,,3.26,56.98,69.79,5.14,65.2,,5.9,53.61,76.79,9.05,114,,8.9,96.52,131.48,7.81,116.92,,14,89.4,144.43,11.97
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF15,pasta_mixed dishes,3161,10.6,232.7,,13.5,206.18,259.22,5.8,191,,14.45,162.61,219.38,7.57,406.27,,34.19,339.09,473.45,8.42,499.77,,40.91,419.38,580.15,8.19
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF16,pasta_plain,3161,22.5,123.24,,5.32,112.8,133.69,4.32,127.14,,7.17,113.04,141.23,5.64,211.22,,11.82,188,234.44,5.6,276.87,,29.49,218.93,334.8,10.65
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF17,pie_apple,3161,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF18,pie_other,3161,0.9,41.72,E,9.14,23.76,59.68,21.91,24.41,E,6.07,12.48,36.34,24.87,,F,,0,,37.91,149.32,,24.76,100.68,197.97,16.58
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF19,rice,3161,27.2,120.57,,5.34,110.09,131.06,4.43,88.88,,6.37,76.36,101.39,7.17,244.48,,15.87,213.3,275.66,6.49,289.67,,22.81,244.84,334.49,7.87
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF20,buns & rolls,3161,3.8,43.33,,2.5,38.43,48.23,5.77,41.58,,4.73,32.29,50.87,11.38,57,,8.09,41.11,72.89,14.19,57,E,16.28,25.01,88.99,28.56
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,FF21,breads_other,3161,17.1,88.67,,4.34,80.14,97.21,4.89,78.04,,7.74,62.84,93.25,9.92,157.57,,19.44,119.37,195.76,12.34,208.48,,23.69,161.94,255.01,11.36
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG01,baked beans_canned,3161,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG02,beans_string,3161,6.5,35.03,,3.44,28.27,41.79,9.82,28.28,,4.59,19.25,37.3,16.23,67.5,,8.37,51.05,83.95,12.4,105.88,,7.6,90.95,120.81,7.18
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG03,beets,3161,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG04,broccoli,3161,9.2,52.19,,4.01,44.32,60.07,7.68,38.01,,5.22,27.75,48.27,13.73,116.59,,10.53,95.89,137.29,9.03,147.93,,17.97,112.62,183.23,12.15
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG05,cabbage,3161,5.4,41.62,E,7.08,27.71,55.53,17.01,17.56,E,4.45,8.81,26.3,25.34,89.18,E,21.92,46.11,132.24,24.58,160.45,E,51.15,59.95,260.96,31.88
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG06,carrots,3161,27.2,35.8,,2.08,31.72,39.88,5.81,19.61,,2.35,14.99,24.23,11.98,82.48,,7.01,68.72,96.25,8.5,110.96,,8.73,93.8,128.11,7.87
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG07,cauliflowers,3161,3.3,42.02,,4.49,33.19,50.85,10.69,29.93,E,6.09,17.96,41.9,20.35,90.77,,8.43,74.2,107.34,9.29,107.77,,9.89,88.33,127.21,9.18
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG08,celery,3161,12.6,11.48,,1.01,9.49,13.48,8.8,6.65,,0.59,5.48,7.81,8.87,22.88,E,4.02,14.99,30.77,17.57,38.92,,4.27,30.52,47.31,10.97
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG09,corn,3161,7,47.83,,6.24,35.57,60.09,13.05,34.57,,4.61,25.52,43.62,13.34,103,E,22.25,59.28,146.72,21.6,172.95,E,29.27,115.45,230.46,16.92
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG10,cucumbers,3161,18.9,58.04,,4.26,49.66,66.41,7.34,34.93,,2.95,29.14,40.72,8.45,148.1,,9.59,129.25,166.94,6.48,186.86,,28.82,130.24,243.48,15.42
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG11,lettuce,3161,13.2,29.97,,2.7,24.66,35.28,9.01,18.19,,2.29,13.68,22.7,12.59,61.97,,5.5,51.16,72.77,8.88,82.86,,12.85,57.61,108.11,15.51
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG12,mushrooms,3161,6.2,15.78,,2.26,11.34,20.22,14.32,7.8,E,1.47,4.91,10.69,18.85,40.25,,6.19,28.09,52.42,15.38,54.1,E,11.94,30.63,77.56,22.07
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG13,onions,3161,29.4,16.19,,1.09,14.04,18.33,6.73,9.64,,0.72,8.23,11.04,7.47,34.24,,3.34,27.69,40.8,9.75,48.24,,5.97,36.51,59.97,12.38
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG14,peas,3161,6.7,28.5,,3.86,20.91,36.09,13.54,13.42,E,3.61,6.32,20.52,26.9,79.99,,11.14,58.1,101.88,13.93,83.28,,10.21,63.23,103.33,12.26
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG15,peppers,3161,12.6,24.07,,2.39,19.37,28.76,9.93,11.67,,1.71,8.31,15.03,14.65,58.88,,5.57,47.93,69.83,9.46,79.13,,11.81,55.92,102.33,14.92
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG16,potatoes_boiled,3161,16.9,65.87,,4.79,56.45,75.29,7.27,41.42,,4.1,33.36,49.48,9.9,157.33,,16.48,124.95,189.71,10.47,210,,27.52,155.92,264.07,13.1
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG17,potatoes_chips,3161,11,32.76,,2.47,27.91,37.61,7.54,19.84,,1.94,16.03,23.65,9.78,79.91,,5.18,69.74,90.09,6.48,84.77,,7.77,69.51,100.03,9.17
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG18,rutabaga,3161,0.9,25.23,,3.55,18.25,32.2,14.07,21.08,E,3.93,13.36,28.81,18.64,,F,,0,,40.29,58.06,E,17.81,23.06,93.05,30.68
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG19,vegetable juice_canned,3161,1.2,231.01,E,56.9,119.21,342.81,24.63,165.93,E,53.51,60.8,271.06,32.25,,F,,0,,36.11,855.88,E,143.69,573.57,1138.2,16.79
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG20,tomatoes,3161,15.8,56.51,,4.15,48.36,64.66,7.34,33.95,,3.41,27.25,40.65,10.04,140.66,,12.37,116.35,164.96,8.79,175.35,,14.92,146.05,204.65,8.51
Consumers only,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,GG21,tomatoes and tomato sauce_canned,3161,15.7,92.8,,5.17,82.65,102.95,5.57,87.55,,6.48,74.81,100.29,7.4,184.82,,10.97,163.26,206.38,5.94,214.94,,13.75,187.91,241.96,6.4
