Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_kilogrambodyweight_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH05,blueberries,6339,6.7,0.16,,0.02,0.13,0.2,12.5,0,,1.38,0,2.72,0,0,,0.19,0,0.37,0,0.67,E,0.21,0.26,1.09,31.34
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH06,cherries,6339,1.6,,F,,,,33.33,0,,105.85,0,207.97,0,0,,10.34,0,20.32,0,0,,1.59,0,3.12,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH07,citrus fruit_raw,6339,17.2,0.64,,0.04,0.55,0.73,6.25,0,,0.18,0,0.34,0,2.06,,0.29,1.5,2.62,14.08,4.67,,0.25,4.18,5.16,5.35
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH08,citrus juice_frozen,6339,1,0.09,E,0.02,0.05,0.13,22.22,0,,93.57,0,183.85,0,0,,61.83,0,121.47,0,0,,22.29,0,43.79,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH09,citrus juice_canned,6339,17.3,1.38,,0.08,1.22,1.54,5.8,0,,2.09,0,4.11,0,5.5,,0.34,4.83,6.17,6.18,9.76,,0.58,8.61,10.91,5.94
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH10,grape juice_bottled,6339,1.1,0.1,E,0.02,0.06,0.15,20,0,,97.6,0,191.76,0,0,,36.61,0,71.93,0,0,,9.86,0,19.37,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH11,grapes,6339,12,0.37,,0.03,0.31,0.42,8.11,0,,1.14,0,2.24,0,,F,,,,35.82,2.78,,0.28,2.24,3.33,10.07
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH12,melons,6339,6.2,0.58,,0.06,0.47,0.7,10.34,0,,6.13,0,12.04,0,0,,0.71,0,1.39,0,2.39,E,0.72,0.99,3.8,30.13
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH13,peaches,6339,3,0.15,,0.02,0.11,0.19,13.33,0,,11.66,0,22.9,0,0,,1.54,0,3.03,0,0,,0.69,0,1.36,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH14,pears,6339,4.4,0.21,,0.03,0.15,0.27,14.29,0,,4.14,0,8.13,0,0,,1.21,0,2.38,0,0,,0.62,0,1.21,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH15,pineapple,6339,2.3,0.07,,0.01,0.05,0.1,14.29,0,,28.33,0,55.65,0,0,,1.56,0,3.06,0,0,,0.45,0,0.87,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH16,plums and prunes,6339,1.3,,F,,,,40,0,,55.98,0,109.99,0,0,,23.04,0,45.27,0,0,,5.81,0,11.42,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH17,raisins,6339,2.5,,F,,,,33.33,0,,6.7,0,13.16,0,0,,0.43,0,0.85,0,0,,0.13,0,0.25,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH18,raspberries,6339,4,0.08,,0.01,0.05,0.11,12.5,0,,1.95,0,3.83,0,0,,0.24,0,0.48,0,0,,0.08,0,0.15,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH19,strawberries,6339,13,0.37,,0.04,0.29,0.44,10.81,0,,0.77,0,1.52,0,0.9,E,0.16,0.58,1.22,17.78,2.49,,0.19,2.11,2.88,7.63
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH20,kiwi fruit,6339,1.8,0.06,E,0.01,0.04,0.09,16.67,0,,56.1,0,110.23,0,0,,3.95,0,7.75,0,0,,1.73,0,3.39,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH21,apricot,6339,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH22,fruit drinks (cocktails),6339,16.3,1.68,,0.12,1.45,1.91,7.14,0,,2.22,0,4.36,0,6.59,,0.45,5.71,7.46,6.83,11.33,,0.55,10.26,12.41,4.85
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II01,cooking fats & salad oils,6339,26.2,0.06,,0,0.05,0.06,0,0,,0.03,0,0.06,0,0.16,,0.01,0.14,0.18,6.25,0.3,,0.03,0.26,0.35,10
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II02,margarine,6339,20.9,0.05,,0,0.04,0.06,0,0,,0.03,0,0.05,0,0.17,,0.01,0.14,0.19,5.88,0.31,,0.02,0.27,0.35,6.45
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II04,mayonnaise,6339,3.6,0.02,,0,0.01,0.02,0,0,,0.55,0,1.09,0,0,,0.11,0,0.21,0,0,,0.05,0,0.09,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II07,salad dressing,6339,8.9,0.05,,0,0.04,0.06,0,0,,0.15,0,0.3,0,0,,0.04,0,0.08,0,0.35,,0.03,0.29,0.41,8.57
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ01,chocolate bars,6339,13.9,0.12,,0.01,0.11,0.14,8.33,0,,0.14,0,0.28,0,0.26,,0.04,0.19,0.33,15.38,0.74,,0.06,0.62,0.87,8.11
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ03,gelatin dessert,6339,0.9,,F,,,,33.33,0,,18.88,0,37.09,0,0,,14.06,0,27.62,0,0,,6.99,0,13.73,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ04,honey_bottled,6339,2.6,0.01,,0,0.01,0.02,0,0,,1.68,0,3.31,0,0,,0.19,0,0.37,0,0,,0.1,0,0.2,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ05,jams,6339,7.4,0.06,E,0.01,0.04,0.07,16.67,0,,0.22,0,0.44,0,0,,0.06,0,0.12,0,0.33,,0.04,0.25,0.41,12.12
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ07,peanut butter,6339,12.8,0.11,,0.01,0.09,0.13,9.09,0,,0.18,0,0.35,0,0.3,E,0.05,0.21,0.39,16.67,0.71,,0.05,0.6,0.81,7.04
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ08,puddings,6339,2.9,0.12,E,0.02,0.08,0.16,16.67,0,,7.98,0,15.67,0,0,,1.34,0,2.63,0,0,,0.66,0,1.29,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ09,sugar,6339,20.4,0.05,,0,0.05,0.06,0,0,,0.02,0,0.05,0,0.18,,0.02,0.15,0.21,11.11,0.34,,0.02,0.31,0.37,5.88
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ10,syrup,6339,7.7,0.09,,0.01,0.07,0.11,11.11,0,,0.96,0,1.88,0,0,,0.11,0,0.21,0,0.7,,0.1,0.5,0.91,14.29
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ11,seeds_shelled,6339,2.2,0.01,,0,0.01,0.02,0,0,,9.27,0,18.22,0,0,,0.28,0,0.54,0,0,,0.08,0,0.16,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ12,nuts,6339,7.1,0.05,E,0.01,0.04,0.06,20,0,,0.22,0,0.42,0,0,,0.02,0,0.03,0,,F,,,,33.33
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ13,chewing gum,6339,1.1,0,,0,0,0,0,0,,2.74,0,5.39,0,0,,1.46,0,2.87,0,0,,0.31,0,0.61,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ15,candy,6339,15.8,0.14,,0.01,0.12,0.16,7.14,0,,0.09,0,0.18,0,0.36,,0.04,0.28,0.44,11.11,0.86,,0.07,0.73,0.99,8.14
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK01,alcoholic drinks_beer,6339,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK02,alcoholic drinks_wine,6339,0.7,0.01,,0,0,0.01,0,0,,44.45,0,87.33,0,0,,12.26,0,24.09,0,0,,9.82,0,19.29,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK04,coffee,6339,5.5,0.21,,0.02,0.16,0.25,9.52,0,,3.4,0,6.69,0,0,,0.36,0,0.7,0,,F,,,,39.06
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK05,soft drinks,6339,16.3,1.29,,0.07,1.15,1.43,5.43,0,,2.24,0,4.4,0,5.44,,0.26,4.93,5.94,4.78,8.83,,0.39,8.06,9.59,4.42
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK06,tea,6339,10.2,0.78,,0.08,0.61,0.94,10.26,0,,2.83,0,5.56,0,,F,,,,75.76,6.01,,0.48,5.07,6.95,7.99
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK07,plant-based beverages,6339,3.1,0.28,,0.04,0.21,0.35,14.29,0,,13.56,0,26.64,0,0,,2.62,0,5.15,0,0,,1.39,0,2.73,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL01,cereals_mixed,6339,0.5,0.04,E,0.01,0.01,0.07,25,0,,70.87,0,139.23,0,0,,21.75,0,42.74,0,0,,17.32,0,34.03,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL02,desserts,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL03,dinners_cereal + vegetable + meat,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL04,dinners_meat or poultry + vegetable,6339,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL05,formulae_milk base,6339,0.7,0.25,E,0.07,0.12,0.39,28,0,,416.95,0,819.2,0,0,,170.26,0,334.51,0,0,,148.31,0,291.4,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL06,formulae_soya base,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL07,fruit_apple or peach,6339,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL08,meat_poultry or eggs,6339,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL09,vegetables,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,MM01,popcorn_microwave,6339,8,0.06,E,0.01,0.05,0.07,16.67,0,,0.3,0,0.59,0,0,,0.05,0,0.1,0,0.37,,0.05,0.28,0.46,13.51
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,MM02,frozen entrees,6339,0.7,,F,,,,58.33,0,,145.16,0,285.19,0,0,,37.51,0,73.7,0,0,,36.84,0,72.39,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN01,pizza,6339,15.3,0.73,,0.06,0.62,0.84,8.22,0,,1,0,1.97,0,2.33,,0.29,1.75,2.91,12.45,5.33,,0.4,4.56,6.11,7.5
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN02,french fries,6339,11.5,0.23,,0.02,0.2,0.26,8.7,0,,0.55,0,1.08,0,0.55,E,0.15,0.25,0.85,27.27,1.68,,0.12,1.44,1.92,7.14
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN03,hamburger,6339,6.9,0.3,,0.03,0.24,0.36,10,0,,1.76,0,3.46,0,0,,0.64,0,1.25,0,2.69,,0.41,1.9,3.49,15.24
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN04,chicken burger,6339,1.1,0.04,E,0.01,0.03,0.06,25,0,,50.26,0,98.74,0,0,,16.01,0,31.46,0,0,,2.02,0,3.96,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN05,hot dogs,6339,5.9,0.21,,0.02,0.17,0.25,9.52,0,,2.77,0,5.44,0,0,,0.58,0,1.14,0,1.46,E,0.44,0.6,2.32,30.14
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN06,chicken nuggets,6339,5.3,0.16,,0.02,0.12,0.19,12.5,0,,2.4,0,4.72,0,0,,0.39,0,0.77,0,,F,,,,48.94
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN07,chow mein,6339,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN08,fried rice,6339,1.9,0.12,E,0.03,0.07,0.17,25,0,,152.17,0,298.98,0,0,,11.9,0,23.39,0,0,,3.25,0,6.38,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN09,prepared breakfast sandwiches,6339,1.7,0.08,E,0.02,0.04,0.12,25,0,,55.33,0,108.71,0,0,,5.22,0,10.25,0,0,,1.53,0,3,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN10,fast food sandwiches,6339,26.3,1.24,,0.06,1.11,1.37,4.84,0,,0.65,0,1.29,0,4.38,,0.18,4.03,4.72,4.11,6.38,,0.2,6,6.77,3.13
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP01,condiments,6339,13.1,0.09,,0.01,0.08,0.11,11.11,0,,0.11,0,0.22,0,0.19,,0.03,0.13,0.25,15.79,0.58,,0.06,0.46,0.69,10.34
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP02,salt,6339,39.9,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.03,,0,0.03,0.04,0,0.06,,0,0.05,0.06,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP03,baking powder,6339,2.9,0,,0,0,0,0,0,,0.11,0,0.21,0,0,,0.01,0,0.02,0,0,,0,0,0.01,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP04,yeast,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP05,vanilla extract,6339,2.9,0,,0,0,0,0,0,,0.01,0,0.01,0,0,,0,0,0,0,0,,0,0,0,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP06,herbs and spices,6339,16.6,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0.01,0.01,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP07,soya sauce,6339,4.2,0.01,,0,0.01,0.01,0,0,,0.48,0,0.95,0,0,,0.06,0,0.12,0,0,,0.02,0,0.04,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP09,tap water_sample area,6339,73.5,14.08,,0.39,13.32,14.84,2.77,9.53,,0.37,8.8,10.26,3.88,34.7,,0.99,32.75,36.65,2.85,46.86,,1.81,43.29,50.42,3.86
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP10,water_natural spring,6339,27.2,5.05,,0.24,4.58,5.51,4.75,0,,1.73,0,3.4,0,17.96,,0.82,16.35,19.57,4.57,29.21,,1.57,26.13,32.28,5.37
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA01,milk_whole,13331,18.5,0.27,,0.03,0.21,0.34,11.11,0,,0.02,0,0.05,0,0.3,,0.03,0.23,0.36,10,1.27,,0.2,0.87,1.68,15.75
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA02,milk_2%,13331,42.2,0.9,,0.04,0.83,0.97,4.44,0,,0.03,0,0.05,0,3.23,,0.16,2.91,3.55,4.95,5.02,,0.19,4.66,5.39,3.78
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA03,milk_1%,13331,23.3,0.41,,0.02,0.37,0.45,4.88,0,,0.05,0,0.09,0,1.02,,0.11,0.8,1.24,10.78,2.87,,0.17,2.53,3.2,5.92
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA04,milk_skim,13331,15.9,0.19,,0.01,0.16,0.21,5.26,0,,0.03,0,0.05,0,0.13,E,0.04,0.06,0.2,30.77,0.54,,0.06,0.42,0.67,11.11
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA05,evaporated milk_canned,13331,0.6,0.01,,0,0,0.01,0,0,,36.21,0,71.15,0,0,,15.5,0,30.45,0,0,,9.08,0,17.83,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA06,cream,13331,21,0.1,,0.01,0.09,0.11,10,0,,0.07,0,0.13,0,0.32,,0.02,0.28,0.35,6.25,0.52,,0.02,0.47,0.56,3.85
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA07,ice cream,13331,10.4,0.17,,0.01,0.15,0.19,5.88,0,,0.89,0,1.75,0,,F,,,,44.83,1.32,,0.07,1.19,1.45,5.3
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA08,yogurt,13331,20,0.36,,0.02,0.32,0.39,5.56,0,,0.75,0,1.47,0,1.43,,0.05,1.33,1.53,3.5,2.16,,0.07,2.03,2.3,3.24
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA09,cheese,13331,29.5,0.16,,0.01,0.14,0.17,6.25,0,,0.04,0,0.07,0,0.53,,0.03,0.47,0.59,5.66,0.92,,0.05,0.83,1.01,5.43
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA10,cheese_cottage,13331,1.8,0.02,,0,0.02,0.03,0,0,,7.95,0,15.62,0,0,,0.81,0,1.59,0,0,,0.24,0,0.48,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA11,cheese_processed,13331,4.1,0.02,,0,0.01,0.02,0,0,,0.33,0,0.64,0,0,,0.08,0,0.16,0,0,,0.04,0,0.08,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA12,butter,13331,19.2,0.03,,0,0.03,0.04,0,0,,0.03,0,0.05,0,0.11,,0.01,0.1,0.12,9.09,0.19,,0.01,0.17,0.21,5.26
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA13,chocolate milk_1%,13331,1.9,0.1,,0.01,0.07,0.12,10,0,,11.73,0,23.04,0,0,,2.96,0,5.81,0,0,,1.34,0,2.64,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA14,buttermilk 1%,13331,0.2,0.01,,0,0,0.01,0,0,,51.13,0,100.46,0,0,,17.26,0,33.92,0,0,,12.49,0,24.53,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB01,beef_steak,13331,8.4,0.13,,0.01,0.12,0.15,7.69,0,,1.17,0,2.3,0,0,,0.14,0,0.27,0,1.14,,0.1,0.95,1.34,8.77
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB02,beef_roast,13331,4.6,0.06,E,0.01,0.05,0.07,16.67,0,,0.93,0,1.83,0,0,,0.24,0,0.47,0,0,,0.12,0,0.23,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB03,beef_ground,13331,10.8,0.08,,0.01,0.07,0.09,12.5,0,,0.21,0,0.42,0,,F,,,,33.33,0.57,,0.06,0.46,0.68,10.53
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB04,pork_fresh,13331,10.8,0.14,,0.01,0.12,0.15,7.14,0,,0.43,0,0.85,0,,F,,,,33.33,1.01,,0.06,0.89,1.14,5.94
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB05,pork_cured,13331,9,0.04,,0,0.04,0.05,0,0,,0.18,0,0.35,0,0,,0.02,0,0.03,0,0.28,,0.02,0.23,0.33,7.14
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB06,veal_cutlets,13331,0.8,0.01,,0,0.01,0.01,0,0,,16.1,0,31.64,0,0,,8.67,0,17.04,0,0,,2.56,0,5.04,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB07,lamb,13331,0.9,0.01,,0,0.01,0.01,0,0,,56.46,0,110.93,0,0,,10.53,0,20.68,0,0,,1.5,0,2.95,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB08,luncheon meats_cold cuts,13331,2.7,,F,,,,50,0,,1.45,0,2.84,0,0,,0.39,0,0.77,0,0,,0.13,0,0.25,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB09,luncheon meats_canned,13331,0.2,0,,0,0,0,0,0,,14.4,0,28.29,0,0,,4.33,0,8.51,0,0,,2.77,0,5.44,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB10,organ meats,13331,0.3,0,,0,0,0.01,0,0,,15.33,0,30.11,0,0,,4.69,0,9.22,0,0,,3.27,0,6.42,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,BB11,wieners & sausages,13331,4.8,0.05,E,0.01,0.04,0.07,20,0,,0.74,0,1.46,0,0,,0.13,0,0.25,0,0,,0.08,0,0.16,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,CC01,eggs,13331,31,0.29,,0.01,0.26,0.31,3.45,0,,0.02,0,0.04,0,1.11,,0.04,1.04,1.18,3.6,1.55,,0.04,1.47,1.64,2.58
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,CC02,poultry_chicken & turkey,13331,32.3,0.53,,0.02,0.48,0.57,3.77,0,,0.14,0,0.27,0,1.82,,0.07,1.68,1.97,3.85,2.85,,0.09,2.68,3.03,3.16
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,CC03,poultry_liver pate,13331,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,DD01,fish_marine,13331,9.2,0.16,,0.01,0.14,0.18,6.25,0,,1.1,0,2.17,0,0,,0.11,0,0.21,0,1.38,,0.11,1.16,1.59,7.97
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,DD02,fish_fresh water,13331,1.4,0.02,,0,0.02,0.03,0,0,,14.55,0,28.59,0,0,,1.42,0,2.8,0,0,,0.43,0,0.85,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,DD03,fish_canned,13331,2,0.02,,0,0.02,0.03,0,0,,3.2,0,6.28,0,0,,0.46,0,0.9,0,0,,0.23,0,0.45,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,DD04,shellfish,13331,4.9,0.05,,0,0.04,0.06,0,0,,1.14,0,2.23,0,0,,0.14,0,0.28,0,0,,0.03,0,0.06,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,EE01,soups_meat_canned,13331,2.4,0.09,,0.01,0.08,0.11,11.11,0,,8.71,0,17.12,0,0,,1.95,0,3.83,0,0,,1.12,0,2.19,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,EE02,soups_creamed_canned,13331,3.1,0.1,,0.01,0.08,0.12,10,0,,6.25,0,12.27,0,0,,1.45,0,2.85,0,0,,0.27,0,0.54,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,EE03,soups_broth_canned,13331,13.7,0.31,,0.02,0.27,0.35,6.45,0,,0.46,0,0.9,0,0.77,E,0.17,0.45,1.1,22.08,2.18,,0.1,1.98,2.38,4.59
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,EE04,soups_dehydrated,13331,2.6,0.05,E,0.01,0.03,0.06,20,0,,4.41,0,8.66,0,0,,0.39,0,0.77,0,0,,0.06,0,0.12,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF01,bread_white,13331,22.9,0.23,,0.01,0.21,0.25,4.35,0,,0.29,0,0.57,0,0.9,,0.03,0.84,0.96,3.33,1.3,,0.06,1.19,1.41,4.62
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF02,bread_whole wheat,13331,14.5,0.13,,0.01,0.12,0.14,7.69,0,,0.27,0,0.53,0,0.59,,0.02,0.55,0.64,3.39,0.92,,0.03,0.87,0.97,3.26
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF03,bread_rye,13331,3.2,0.02,,0,0.02,0.02,0,0,,0.85,0,1.68,0,0,,0.16,0,0.32,0,0,,0.11,0,0.23,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF04,cake,13331,9,0.09,,0.01,0.08,0.1,11.11,0,,0.53,0,1.03,0,0,,0.09,0,0.17,0,0.72,,0.05,0.63,0.82,6.94
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF05,cereal_cooked wheat,13331,0.2,0.01,,0,0,0.01,0,0,,38.61,0,75.85,0,0,,11.56,0,22.72,0,0,,7.42,0,14.59,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF06,cereal_corn,13331,1.9,0.01,,0,0.01,0.01,0,0,,0.75,0,1.47,0,0,,0.14,0,0.28,0,0,,0.08,0,0.15,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF07,cereals_oatmeal,13331,9.1,0.27,,0.02,0.23,0.31,7.41,0,,1.69,0,3.33,0,0,,0.19,0,0.37,0,2.43,,0.16,2.12,2.75,6.58
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF08,cereals_rice & bran,13331,4.8,0.03,,0,0.02,0.03,0,0,,0.43,0,0.84,0,0,,0.08,0,0.15,0,0,,0.04,0,0.07,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF09,cookies,13331,18.1,0.08,,0,0.08,0.09,0,0,,0.09,0,0.18,0,0.32,,0.02,0.28,0.35,6.25,0.53,,0.03,0.48,0.58,5.66
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,FF10,crackers,13331,12.1,0.04,,0,0.03,0.04,0,0,,0.08,0,0.16,0,0.09,E,0.02,0.06,0.13,22.22,0.26,,0.02,0.23,0.3,7.69
