Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN04,Hamburgers de poulet,13331,1.1,2.82,,0.14,2.54,3.11,4.96,2.62,,0.22,2.18,3.07,8.4,3.9,,0.43,3.05,4.75,11.03,4.73,E,1.01,2.74,6.72,21.35
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN05,Hot-dogs,13331,2.8,1.95,,0.14,1.68,2.21,7.18,1.72,,0.15,1.42,2.02,8.72,3.23,,0.44,2.37,4.09,13.62,4.54,,0.53,3.5,5.58,11.67
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN06,Pépites de poulet,13331,1.7,1.7,,0.18,1.35,2.06,10.59,1.47,,0.13,1.21,1.72,8.84,3.97,E,0.68,2.64,5.3,17.13,4.01,,0.48,3.07,4.96,11.97
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN07,Chow mein au bœuf pour emporter,13331,0.9,3.38,E,0.6,2.2,4.57,17.75,2.39,,0.27,1.86,2.92,11.3,,F,,0,,39.11,12.39,E,2.29,7.89,16.88,18.48
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN08,Riz frit (poulet et légumes),13331,1.3,2.69,,0.24,2.21,3.17,8.92,2.54,,0.26,2.03,3.04,10.24,3.95,E,1.2,1.58,6.31,30.38,5.33,E,1.48,2.43,8.23,27.77
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN09,Sandwichs « petit-déjeuner » préparés ,13331,3,2.27,,0.16,1.96,2.59,7.05,1.87,,0.13,1.62,2.12,6.95,3.7,E,0.72,2.27,5.12,19.46,5.37,E,1.03,3.35,7.39,19.18
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,NN10,Sandwichs de restauration rapide,13331,25.9,2.57,,0.05,2.47,2.67,1.95,2.14,,0.05,2.05,2.23,2.34,4.41,,0.14,4.13,4.68,3.17,5.56,,0.2,5.16,5.95,3.6
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP01,Condiments,13331,13.1,0.38,,0.02,0.34,0.41,5.26,0.23,,0.01,0.2,0.25,4.35,0.81,,0.08,0.65,0.96,9.88,1.38,,0.11,1.16,1.6,7.97
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP02,Sel,13331,41.4,0.01,,0,0.01,0.02,0,0.01,,0,0.01,0.01,0,0.03,,0,0.03,0.04,0,0.05,,0,0.04,0.05,0
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP03,Poudre à pâte,13331,1.7,0.02,,0,0.01,0.02,0,0.01,,0,0,0.01,0,,F,,0,,33.33,0.05,E,0.01,0.03,0.07,20
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP04,Levure,13331,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP05,Extrait de vanille,13331,2.4,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0,0.01,0,0.01,,0,0.01,0.02,0
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP06,Fines herbes et épices,13331,19.5,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.02,,0,0.01,0.02,0,0.03,,0,0.02,0.03,0
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP07,Sauce soja,13331,4.7,0.17,,0.01,0.14,0.2,5.88,0.1,,0.01,0.09,0.11,10,0.39,,0.05,0.3,0.49,12.82,0.57,,0.09,0.4,0.75,15.79
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP09,Eau du robinet_zone d’échantillonnage (où les échantillons ont été achetés),13331,69.6,12.7,,0.26,12.19,13.21,2.05,9.44,,0.25,8.95,9.92,2.65,26.71,,0.65,25.44,27.98,2.43,34.7,,1.09,32.56,36.84,3.14
Consommateurs uniquement,Adultes(19 ans+)_Enfants(1-18 ans)_(H+F),19+ ans,PP10,Eau de source naturelle,13331,29.8,13.01,,0.36,12.3,13.71,2.77,9.45,,0.39,8.69,10.21,4.13,26.26,,0.92,24.45,28.08,3.5,32.84,,1.34,30.21,35.47,4.08
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA01,Lait entier,1288,49.1,35.43,,1.96,31.58,39.28,5.53,32.1,,3.34,25.53,38.67,10.4,72.14,,3.34,65.59,78.7,4.63,80.11,,3.17,73.89,86.33,3.96
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA02,Lait 2 %,1288,45.6,19.44,,1.43,16.62,22.25,7.36,14.28,,1.52,11.3,17.26,10.64,45.24,,5.28,34.87,55.6,11.67,66.3,,6.21,54.1,78.49,9.37
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA03,Lait 1 %,1288,14.5,13.18,E,2.4,8.45,17.9,18.21,,F,,0,,50.43,42.7,,5.78,31.34,54.06,13.54,44.34,,4.32,35.85,52.83,9.74
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA04,Lait écrémé,1288,11.2,,F,,0,,44.24,,F,,0,,53.85,,F,,0,,94.01,,F,,0,,61.72
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA05,Lait évaporé en conserve,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA06,Crème,1288,4.4,1.57,E,0.43,0.73,2.41,27.39,0.95,E,0.21,0.53,1.36,22.11,6.25,E,1.6,3.11,9.38,25.6,6.59,E,1.74,3.16,10.02,26.4
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA07,Crème glacée,1288,9.3,5.26,,0.46,4.37,6.16,8.75,4.63,,0.68,3.29,5.98,14.69,9.5,,0.61,8.3,10.71,6.42,10.37,,1.06,8.28,12.45,10.22
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA08,Yogourt,1288,49.9,9.15,,0.62,7.93,10.36,6.78,7.34,,0.34,6.67,8.02,4.63,15.79,,1.13,13.57,18.01,7.16,19.86,,2.82,14.31,25.41,14.2
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA09,Fromage,1288,42.6,2.5,,0.23,2.05,2.96,9.2,1.65,,0.11,1.44,1.87,6.67,4.97,,0.57,3.84,6.1,11.47,6.62,E,1.79,3.11,10.14,27.04
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA10,Fromage cottage,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA11,Fromage fondu,1288,7.2,1.35,,0.16,1.03,1.67,11.85,1.39,,0.17,1.04,1.73,12.23,2.05,E,0.39,1.27,2.82,19.02,2.87,,0.4,2.08,3.66,13.94
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA12,Beurre,1288,14.9,0.46,,0.05,0.36,0.55,10.87,0.35,,0.02,0.31,0.39,5.71,0.88,E,0.19,0.5,1.26,21.59,1.06,E,0.27,0.54,1.58,25.47
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA13,Lait au chocolat 1 %,1288,4.1,16.76,,1.52,13.77,19.75,9.07,16.58,,2.06,12.53,20.64,12.42,25.37,,2.08,21.28,29.46,8.2,26.11,,3.97,18.3,33.91,15.2
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,AA14,Babeurre 1 %,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB01,Bifteck,1288,5.6,4.16,E,0.93,2.32,5.99,22.36,3.34,E,0.71,1.95,4.74,21.26,8.95,E,2.15,4.72,13.17,24.02,11.57,E,2.36,6.93,16.21,20.4
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB02,Rôti de bœuf,1288,3.4,3.15,E,0.8,1.59,4.72,25.4,2.35,E,0.73,0.91,3.79,31.06,8.13,E,1.83,4.54,11.71,22.51,8.74,E,2.27,4.27,13.2,25.97
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB03,Bœuf haché,1288,13.4,2.01,,0.21,1.58,2.43,10.45,1.2,E,0.26,0.69,1.71,21.67,4.9,,0.51,3.9,5.9,10.41,5.51,,0.53,4.46,6.56,9.62
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB04,Porc frais,1288,11.3,3.1,E,0.66,1.8,4.4,21.29,2.13,E,0.48,1.18,3.08,22.54,7.61,E,1.35,4.97,10.26,17.74,7.72,E,1.42,4.93,10.51,18.39
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB05,Porc salé,1288,6.6,1.87,E,0.6,0.69,3.05,32.09,,F,,0,,43.08,,F,,0,,160.27,,F,,0,,98.72
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB06,Escalopes de veau,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB07,Agneau,1288,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB08,Viandes à sandwich_viandes froides,1288,3.3,2.88,E,0.93,1.06,4.71,32.29,,F,,0,,48.19,6.82,E,1.99,2.91,10.73,29.18,11.01,E,2.36,6.37,15.65,21.44
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB09,Viandes froides en conserve,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB10,Abats ,1288,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,BB11,Saucisses fraîches et fumées,1288,7.7,4.96,,0.58,3.83,6.1,11.69,4.09,E,0.7,2.7,5.47,17.11,9.26,,1.52,6.27,12.25,16.41,12.13,,1.67,8.85,15.42,13.77
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,CC01,Œufs,1288,31.8,3.14,,0.3,2.56,3.72,9.55,2.51,E,0.46,1.61,3.41,18.33,7.58,,0.63,6.33,8.82,8.31,8.82,,0.57,7.71,9.94,6.46
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,CC02,Volaille_poulet et dinde,1288,32.5,4.18,,0.42,3.36,5,10.05,2.81,,0.29,2.23,3.39,10.32,9.3,E,1.65,6.06,12.54,17.74,13.75,,1.56,10.69,16.81,11.35
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,CC03,Pâtés de foie de volaille,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,DD01,Poisson marin,1288,9.3,3.94,,0.53,2.91,4.98,13.45,3.64,,0.55,2.57,4.71,15.11,7.65,,1.16,5.37,9.92,15.16,10.43,,1.72,7.04,13.81,16.49
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,DD02,Poissons d’eau douce,1288,2.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,DD03,Poisson en conserve,1288,2.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,DD04,Les mollusques et crustacés,1288,2.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,EE01,Soupes en conserve avec viande ,1288,1.5,12.64,,1.28,10.12,15.16,10.13,13.45,,1.58,10.34,16.55,11.75,18.35,,1.45,15.51,21.2,7.9,19.84,,1.45,17,22.68,7.31
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,EE02,Soupes en conserve à base de crème,1288,3.2,4.91,E,1.19,2.56,7.25,24.24,,F,,0,,69.81,11.9,E,2.45,7.08,16.72,20.59,16.23,,2.17,11.97,20.5,13.37
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,EE03,Soupes_bouillons en conserve,1288,12,6.6,,0.62,5.38,7.82,9.39,5.76,,0.63,4.52,7.01,10.94,12.99,,1.24,10.56,15.42,9.55,16.42,E,2.76,10.99,21.85,16.81
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,EE04,Soupes déshydratées,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF01,Pain blanc,1288,23.2,2.67,,0.15,2.38,2.97,5.62,2.46,,0.18,2.1,2.83,7.32,5.15,,0.28,4.6,5.7,5.44,5.6,,0.34,4.95,6.26,6.07
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF02,Pain de blé entier,1288,17.3,3,,0.19,2.63,3.36,6.33,2.77,,0.14,2.5,3.03,5.05,5.86,,0.59,4.7,7.02,10.07,6.66,,0.55,5.57,7.74,8.26
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF03,Pain de seigle,1288,3,2.13,,0.32,1.49,2.76,15.02,1.89,,0.3,1.29,2.49,15.87,,F,,0,,33.97,4.34,E,1.28,1.83,6.85,29.49
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF04,Gâteau,1288,7.4,2.5,,0.32,1.87,3.12,12.8,2.09,,0.24,1.62,2.56,11.48,3.96,E,1.07,1.86,6.06,27.02,5.76,E,1.22,3.36,8.15,21.18
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF05,Céréales de blé à cuire,1288,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF06,Céréales de maïs,1288,3.5,1.35,E,0.24,0.89,1.82,17.78,1.11,E,0.28,0.57,1.65,25.23,,F,,0,,50.96,,F,,0,,61.3
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF07,Céréales d’avoine,1288,11.8,11.89,,0.97,9.98,13.79,8.16,11.47,,1.45,8.63,14.31,12.64,20.34,,1.57,17.25,23.42,7.72,21.67,,3.14,15.5,27.83,14.49
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF08,Céréales de riz et de son,1288,6.2,1.49,,0.24,1.02,1.96,16.11,1.16,E,0.34,0.48,1.84,29.31,2.51,,0.41,1.69,3.32,16.33,2.7,E,0.76,1.21,4.18,28.15
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF09,Biscuits,1288,29.2,1.9,,0.14,1.62,2.17,7.37,1.48,,0.14,1.2,1.76,9.46,3.77,,0.38,3.03,4.51,10.08,4.4,,0.46,3.49,5.3,10.45
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF10,Craquelins,1288,28.9,1.34,,0.11,1.13,1.54,8.21,1.05,,0.08,0.89,1.21,7.62,2.9,,0.4,2.11,3.69,13.79,3.86,,0.46,2.95,4.77,11.92
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF11,Danoises_beignes et croissants,1288,4,4.84,,0.52,3.82,5.87,10.74,3.91,,0.51,2.9,4.92,13.04,9.78,E,1.63,6.58,12.98,16.67,10.56,E,1.91,6.81,14.31,18.09
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF12,Farine blanche (de blé),1288,12.9,0.7,,0.1,0.51,0.89,14.29,0.34,E,0.08,0.19,0.49,23.53,1.87,,0.27,1.35,2.39,14.44,2.15,E,0.67,0.84,3.47,31.16
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF13,Muffins,1288,8.2,4.22,,0.42,3.39,5.05,9.95,3.89,,0.43,3.05,4.73,11.05,6.22,E,1.47,3.34,9.1,23.63,,F,,0,,35.09
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF14,Crêpes et gaufres,1288,7,3,,0.27,2.48,3.53,9,2.65,,0.23,2.19,3.11,8.68,4.91,E,0.85,3.24,6.58,17.31,,F,,0,,36.82
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF15,Pâtes_plats composés,1288,9,12.67,,1.12,10.47,14.88,8.84,13.23,,1.45,10.37,16.08,10.96,23.14,,2.1,19.02,27.27,9.08,25.39,,3.26,18.97,31.8,12.84
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF16,Pâtes nature,1288,27.4,6.18,,0.41,5.37,6.98,6.63,5.76,,0.52,4.74,6.77,9.03,10.9,,0.36,10.19,11.61,3.3,12.17,E,2.16,7.93,16.42,17.75
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF17,Tarte aux pommes,1288,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF18,Tartes_autres,1288,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF19,Riz,1288,30,6.73,,0.6,5.56,7.9,8.92,5.54,,0.57,4.42,6.66,10.29,12.57,,1.22,10.17,14.98,9.71,13.61,E,3.65,6.44,20.77,26.82
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF20,Petits pains et pains mollets,1288,2.1,2.84,,0.19,2.46,3.22,6.69,2.7,,0.27,2.17,3.23,10,,F,,0,,72.75,,F,,0,,67.38
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,FF21,Pains_autres,1288,11.6,3.79,,0.48,2.86,4.72,12.66,3.33,,0.29,2.75,3.9,8.71,7.07,E,1.83,3.47,10.66,25.88,,F,,0,,36.66
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG01,Fèves au lard en conserve,1288,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG02,Haricots,1288,9.2,1.41,E,0.26,0.91,1.92,18.44,,F,,0,,46.77,3.49,,0.5,2.51,4.48,14.33,4.93,,0.43,4.09,5.77,8.72
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG03,Betteraves,1288,0.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG04,Brocoli,1288,10.7,2.58,,0.24,2.11,3.05,9.3,2,,0.33,1.35,2.65,16.5,5.59,,0.49,4.63,6.55,8.77,6.21,,0.93,4.37,8.05,14.98
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG05,Chou,1288,4.7,,F,,0,,41.05,,F,,0,,65.08,,F,,0,,73.53,,F,,0,,157.86
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG06,Carottes,1288,31.5,1.87,,0.17,1.54,2.2,9.09,0.94,E,0.23,0.48,1.4,24.47,3.85,,0.48,2.9,4.79,12.47,5.94,,0.57,4.81,7.07,9.6
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG07,Choux-fleurs,1288,4.2,1.81,,0.29,1.25,2.38,16.02,1.08,E,0.28,0.53,1.64,25.93,,F,,0,,55.99,,F,,0,,66.86
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG08,Céleri,1288,11.6,0.47,,0.07,0.33,0.61,14.89,0.25,,0.03,0.19,0.31,12,1.1,E,0.23,0.66,1.54,20.91,1.5,E,0.44,0.64,2.37,29.33
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG09,Maïs,1288,9.7,2.33,,0.28,1.77,2.88,12.02,1.91,E,0.42,1.08,2.75,21.99,4.17,E,0.83,2.54,5.8,19.9,6.87,,0.7,5.49,8.25,10.19
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG10,Concombres,1288,16.8,3.16,,0.41,2.36,3.97,12.97,2.05,,0.3,1.46,2.65,14.63,6.37,E,1.7,3.04,9.71,26.69,11.56,,1.78,8.07,15.05,15.4
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG11,Laitue,1288,7.1,1.18,E,0.29,0.62,1.74,24.58,,F,,0,,50,3.04,E,0.56,1.95,4.14,18.42,3.81,,0.58,2.68,4.95,15.22
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG12,Champignons,1288,9,0.7,,0.09,0.52,0.88,12.86,0.43,E,0.12,0.2,0.67,27.91,1.55,,0.24,1.08,2.02,15.48,1.97,E,0.47,1.04,2.9,23.86
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG13,Oignons,1288,27.7,0.98,,0.11,0.76,1.2,11.22,0.53,,0.05,0.43,0.63,9.43,2.08,,0.32,1.46,2.71,15.38,3.03,E,0.59,1.86,4.19,19.47
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG14,Pois,1288,12.6,1.85,E,0.4,1.07,2.63,21.62,0.98,E,0.2,0.59,1.37,20.41,,F,,0,,39.04,6.36,E,2.01,2.4,10.32,31.6
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG15,Poivrons,1288,12.9,1.09,,0.18,0.74,1.44,16.51,0.47,E,0.13,0.21,0.73,27.66,2.9,E,0.64,1.64,4.17,22.07,4.29,,0.7,2.92,5.66,16.32
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG16,Pommes de terre bouillies,1288,19.1,4.36,,0.39,3.6,5.12,8.94,3.52,,0.49,2.55,4.49,13.92,8.34,,0.62,7.12,9.56,7.43,10.28,,1.38,7.57,12.99,13.42
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG17,Pommes de terre_croustilles,1288,6.1,1.21,E,0.27,0.68,1.73,22.31,0.89,E,0.17,0.55,1.22,19.1,3.64,E,0.71,2.24,5.04,19.51,3.7,E,0.81,2.1,5.3,21.89
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG18,Rutabaga,1288,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG19,Jus de légumes en conserve,1288,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG20,Tomates,1288,16.2,3.63,,0.56,2.53,4.74,15.43,1.63,E,0.41,0.82,2.44,25.15,11.32,,1.5,8.37,14.28,13.25,12.05,E,2.1,7.93,16.18,17.43
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG21,Tomates en conserve et sauces tomate en conserve,1288,16.5,4.96,,0.44,4.1,5.83,8.87,4,,0.38,3.26,4.75,9.5,9.21,,0.91,7.42,11,9.88,10.96,E,3.41,4.27,17.65,31.11
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG22,Épinards,1288,3.5,1.93,E,0.47,1.02,2.85,24.35,1.02,E,0.27,0.5,1.54,26.47,,F,,0,,82.95,,F,,0,,35.64
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG23,Asperges,1288,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG24,Choux de Bruxelles,1288,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG26,Pommes de terre au four,1288,3.2,,F,,0,,36.08,,F,,0,,37.78,,F,,0,,41.56,40.1,E,9.93,20.59,59.6,24.76
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,GG27,Croustilles de maïs,1288,4.7,1.16,,0.15,0.86,1.46,12.93,0.97,E,0.18,0.62,1.31,18.56,2.11,E,0.44,1.24,2.97,20.85,2.87,,0.46,1.96,3.78,16.03
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH01,Jus de pommes en conserve,1288,18.6,17.12,,1.16,14.83,19.4,6.78,14.87,,1.01,12.88,16.87,6.79,26.47,,3.9,18.81,34.13,14.73,36.61,E,10.69,15.62,57.6,29.2
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH02,Compote de pommes en conserve,1288,14.9,8.47,,0.45,7.58,9.36,5.31,7.84,,0.41,7.04,8.64,5.23,12.67,,1.29,10.13,15.21,10.18,15.18,,1.35,12.53,17.84,8.89
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH03,Pommes,1288,30.5,9.09,,0.93,7.27,10.9,10.23,7.09,,0.57,5.96,8.21,8.04,14.98,,1.69,11.66,18.29,11.28,17.78,E,5.86,6.26,29.29,32.96
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH04,Bananes,1288,37,6.29,,0.27,5.76,6.82,4.29,5.64,,0.31,5.04,6.25,5.5,10.91,,0.37,10.18,11.64,3.39,11.56,,0.89,9.8,13.31,7.7
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH05,Bleuets,1288,11.3,4.35,,0.44,3.48,5.21,10.11,3.67,,0.51,2.67,4.68,13.9,7.78,,0.65,6.51,9.05,8.35,8.79,E,2.81,3.27,14.31,31.97
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH06,Cerises,1288,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH07,Agrumes crus,1288,17.7,6.84,,0.63,5.6,8.09,9.21,5.4,,0.31,4.79,6.01,5.74,15.66,,1.99,11.76,19.57,12.71,19.76,,2.61,14.63,24.89,13.21
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH08,Jus d’agrumes surgelé,1288,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH09,Jus d’agrumes en conserve,1288,14.2,14.25,,1.14,12,16.49,8,12.18,,1,10.22,14.14,8.21,26.32,,4,18.46,34.18,15.2,38.61,,3.88,30.98,46.24,10.05
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH10,Jus de raisin embouteillé,1288,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH11,Raisins,1288,19.9,4.36,,0.3,3.77,4.95,6.88,3.73,,0.3,3.15,4.31,8.04,8.42,,1.13,6.2,10.64,13.42,10.78,,1.17,8.48,13.09,10.85
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH12,Melons,1288,8.1,17.6,,2.21,13.25,21.95,12.56,11.55,,1.55,8.51,14.6,13.42,45.48,E,7.58,30.58,60.37,16.67,,F,,0,,36.81
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH13,Pêches,1288,2.9,8.58,,0.96,6.69,10.46,11.19,8.65,,1.27,6.15,11.15,14.68,14.71,,1.64,11.49,17.93,11.15,15.9,,1.9,12.17,19.62,11.95
Consommateurs uniquement,Groupes d’âge (H+F),1-3 ans,HH14,Poires,1288,6.3,6.87,,0.78,5.35,8.4,11.35,5.65,E,1.28,3.13,8.18,22.65,12.15,,1.08,10.03,14.27,8.89,14.7,,0.87,12.99,16.42,5.92
